Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room
NA,NA,NA,NA,Lab,29925R,60,2:00-3:50pm,Friday,36,36,0,Andrew Goodney,ONLINE
NA,NA,NA,NA,Lab,29926R,60,10:00-11:50am,Friday,36,25,0,Andrew Goodney,ONLINE
NA,NA,NA,NA,Lab,29927R,60,12:00-1:50pm,Friday,31,31,0,Andrew Goodney,ONLINE
NA,NA,NA,NA,Lab,30180R,60,10:00-11:50am,Friday,30,27,0,Andrew Goodney,ONLINE
NA,NA,NA,NA,Lab,30193R,60,5:00-6:50pm,Friday,36,18,0,Andrew Goodney,ONLINE
NA,NA,NA,NA,Lab,30286R,60,8:00-9:50am,Friday,36,36,0,Andrew Goodney,ONLINE
NA,NA,NA,NA,Lab,30313R,60,8:00-9:50am,Friday,30,21,0,Andrew Goodney,ONLINE
NA,NA,NA,NA,Quiz,30024R,60,7:00-8:50pm,Thursday,366,279,0,NA,ONLINE
NA,NA,NA,NA,Lecture,29930D,60,2:00-3:20pm,"Tue, Thu",50,41,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lecture,29931D,60,11:00-12:20pm,"Tue, Thu",110,63,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lab,29905R,60,2:00-3:50pm,Tuesday,30,6,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lab,29907R,60,4:00-5:50pm,Tuesday,30,23,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lab,29932R,60,12:00-1:50pm,Friday,30,21,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lab,29933R,60,2:00-3:50pm,Wednesday,30,30,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lab,29937R,60,5:00-6:50pm,Thursday,36,28,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lab,29938R,60,12:00-1:50pm,Friday,30,15,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Lab,30210R,60,10:00-11:50am,Wednesday,36,33,0,Sandra Batista,ONLINE
NA,NA,NA,NA,Quiz,30025R,60,7:00-8:50pm,Friday,230,156,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30137D,60,11:00-12:20pm,"Tue, Thu",75,71,0,Aaron Cote,ONLINE
NA,NA,NA,NA,Lecture,30138D,60,2:00-3:20pm,"Tue, Thu",150,138,0,Aaron Cote,ONLINE
NA,NA,NA,NA,Discussion,29929R,60,4:00-5:50pm,Friday,95,92,0,NA,ONLINE
NA,NA,NA,NA,Discussion,29954R,60,2:00-3:50pm,Friday,95,86,0,NA,ONLINE
NA,NA,NA,NA,Discussion,29980R,60,10:00-11:50am,Friday,95,88,0,NA,ONLINE
NA,NA,NA,NA,Discussion,30106R,60,12:00-1:50pm,Friday,95,88,0,NA,ONLINE
NA,NA,NA,NA,Quiz,30027R,60,7:00-8:50pm,Wednesday,375,354,0,NA,ONLINE
NA,NA,NA,NA,Lecture,29993D,60,10:00-11:50am,"Mon, Wed",100,71,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lecture,29998D,60,12:00-1:50pm,"Mon, Wed",100,91,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,29904R,60,6:00-7:50pm,Wednesday,30,28,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,30134R,60,4:00-5:50pm,Tuesday,37,33,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,30237R,60,2:00-3:50pm,Tuesday,37,36,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,30238R,60,12:00-1:50pm,Wednesday,35,32,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,30239R,60,10:00-11:50am,Wednesday,35,25,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,30241R,60,6:00-7:50pm,Tuesday,31,18,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,30385R,60,4:00-5:50pm,Wednesday,31,26,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Lab,30396R,60,6:00-7:50pm,Tuesday,30,19,0,Victor Adamchik,ONLINE
NA,NA,NA,NA,Quiz,30028R,60,7:00-8:50pm,Thursday,280,217,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30263D,60,2:00-3:20pm,"Mon, Wed",76,70,0,Shaddin Dughmi,ONLINE
NA,NA,NA,NA,Lecture,30264D,60,12:30-1:50pm,"Tue, Thu",78,69,0,David Kempe,ONLINE
NA,NA,NA,NA,Discussion,30361R,60,10:00-11:50am,Friday,75,68,0,Shaddin Dughmi David Kempe,ONLINE
NA,NA,NA,NA,Discussion,30362R,60,12:00-1:50pm,Friday,75,67,0,Shaddin Dughmi David Kempe,ONLINE
NA,NA,NA,NA,Discussion,30363R,60,2:00-3:50pm,Friday,75,54,0,Shaddin Dughmi David Kempe,ONLINE
NA,NA,NA,NA,Quiz,30029R,60,7:00-8:50pm,Thursday,135,110,0,NA,ONLINE
NA,NA,NA,NA,Quiz,30222R,60,7:00-8:50pm,Thursday,100,79,0,NA,ONLINE
NA,NA,NA,NA,Quiz,29970R,60,TBA,TBA,152,129,0,NA,ONLINE
NA,NA,NA,NA,Discussion,29977R,60,TBA,TBA,80,51,0,NA,ONLINE
NA,NA,NA,NA,Lecture,29962D,60,2:00-3:20pm,"Tue, Thu",99,92,0,Marco Paolieri,ONLINE
NA,NA,NA,NA,Discussion,29916R,60,2:00-3:50pm,Friday,60,55,0,Mark Redekopp Marco Paolieri,ONLINE
NA,NA,NA,NA,Discussion,30124R,60,10:00-11:50am,Friday,60,52,0,Mark Redekopp Marco Paolieri,ONLINE
NA,NA,NA,NA,Discussion,30126R,60,12:00-1:50pm,Friday,60,55,0,Mark Redekopp Marco Paolieri,ONLINE
NA,NA,NA,NA,Quiz,30285R,60,7:00-8:50pm,Tuesday,200,162,0,NA,ONLINE
NA,NA,NA,NA,Quiz,29983R,60,TBA,Thursday,190,184,0,NA,ONLINE
NA,NA,NA,NA,Lecture-Lab,32026D,60,7:00-8:50pm,"Tue, Thu",38,11,0,Clark Kromenaker,ONLINE
NA,NA,NA,NA,Lecture-Lab,32083D,60,10:00-11:50am,"Tue, Thu",39,36,0,Matthew Whiting,ONLINE
NA,NA,NA,NA,Lecture,30203D,60,9:30-10:50am,"Tue, Thu",60,36,0,William Cheng,ONLINE
NA,NA,NA,NA,Lecture,30243D,60,12:30-1:50pm,"Tue, Thu",60,23,0,William Cheng,ONLINE
NA,NA,NA,NA,Discussion,30147R,60,10:00-10:50am,Friday,60,48,0,William Cheng,ONLINE
NA,NA,NA,NA,Discussion,30268R,60,11:00-11:50am,Friday,60,38,0,William Cheng,ONLINE
NA,NA,NA,NA,Discussion,30269R,60,12:00-12:50pm,Friday,60,15,0,William Cheng,ONLINE
NA,NA,NA,NA,Lecture,29946D,14,10:00-11:50am,"Mon, Wed",20,6,0,William Cheng,DEN@Viterbi
NA,NA,NA,NA,Discussion,30145R,14,10:00-10:50am,Friday,20,6,0,William Cheng,DEN@Viterbi
NA,NA,NA,NA,Discussion,30372R,60,TBA,TBA,70,53,0,NA,ONLINE
NA,NA,NA,NA,Lecture-Lab,31887D,60,4:30-6:20pm,"Mon, Wed",40,16,0,Arash Saifhashemi,ONLINE
NA,NA,NA,NA,Lab,29956R,60,1:00-3:50pm,Tuesday,15,14,0,Heather Culbertson,ONLINE
NA,NA,NA,NA,Lab,29958R,60,1:00-3:50pm,Thursday,15,13,0,Heather Culbertson,ONLINE
NA,NA,NA,NA,Lecture,30545D,14,7:30-9:20am,"Tue, Thu",30,12,0,Ali Zahid,DEN@Viterbi
NA,NA,NA,NA,Discussion,30546D,14,4:00-4:50pm,Monday,30,12,0,Ali Zahid,DEN@Viterbi
NA,NA,NA,NA,Lecture,30501R,1,6:00-7:50pm,"Tue, Thu",76,64,0,Ali Zahid,KDC236 & ONLINE
NA,NA,NA,NA,Discussion,30503R,60,4:00-4:50pm,Wednesday,76,63,0,Ali Zahid,ONLINE
NA,NA,NA,NA,Quiz,30684R,60,4:00-5:50pm,Friday,260,182,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30500R,1,7:30-9:20am,"Tue, Thu",77,66,0,Ali Zahid,OHE122 & ONLINE
NA,NA,NA,NA,Lecture,30502R,1,12:00-1:50pm,"Tue, Thu",57,52,0,Ali Zahid,KAP164 & ONLINE
NA,NA,NA,NA,Discussion,30504R,60,4:00-4:50pm,Monday,76,63,0,Ali Zahid,ONLINE
NA,NA,NA,NA,Discussion,30505R,60,11:00-11:50am,Friday,59,56,0,Ali Zahid,ONLINE
NA,NA,NA,NA,Lab,30409R,60,3:30-4:50pm,Friday,60,28,0,NA,ONLINE
NA,NA,NA,NA,Lab,30440R,60,9:00-10:50am,Friday,60,2,0,NA,ONLINE
NA,NA,NA,NA,Lab,30559R,1,9:00-10:50am,Friday,60,49,0,NA,SLH100 & ONLINE
NA,NA,NA,NA,Lab,30192R,60,8:00-9:50am,Friday,30,30,0,Claire Bono,ONLINE
NA,NA,NA,NA,Lab,30205R,60,6:00-7:50pm,Thursday,30,26,0,Claire Bono,ONLINE
NA,NA,NA,NA,Lab,30206R,60,12:00-1:50pm,Thursday,30,28,0,Claire Bono,ONLINE
NA,NA,NA,NA,Lab,30261R,60,8:00-9:50pm,Thursday,30,29,0,Claire Bono,ONLINE
NA,NA,NA,NA,Lab,30262R,60,2:00-3:50pm,Thursday,30,27,0,Claire Bono,ONLINE
NA,NA,NA,NA,Lecture,29963D,14,9:30-10:50am,"Tue, Thu",25,22,0,Claire Bono,DEN@Viterbi
NA,NA,NA,NA,Lab,29964R,14,TBA,TBA,25,22,0,NA,OFFICE
NA,NA,NA,NA,Lecture,31284D,1,2:00-3:50pm,"Mon, Wed",63,18,0,Gandhi Puvvada,THH208 & ONLINE
NA,NA,NA,NA,Lecture,31305D,14,3:30-5:20pm,"Tue, Thu",20,2,0,Gandhi Puvvada,DEN@Viterbi
NA,NA,NA,NA,Lecture,31338D,1,3:30-5:20pm,"Tue, Thu",82,8,0,Gandhi Puvvada,OHE132 & ONLINE
NA,NA,NA,NA,Discussion,30569R,60,4:00-4:50pm,Wednesday,85,18,0,Gandhi Puvvada,ONLINE
NA,NA,NA,NA,Discussion,30605R,60,12:00-12:50pm,Friday,85,24,0,Gandhi Puvvada,ONLINE
NA,NA,NA,NA,Discussion,31285D,14,4:00-4:50pm,Wednesday,20,2,0,Gandhi Puvvada,DEN@Viterbi
NA,NA,NA,NA,Quiz,31336D,14,5:30-8:30pm,Thursday,20,2,0,NA,DEN@Viterbi
NA,NA,NA,NA,Quiz,31337R,60,5:30-8:30pm,Thursday,250,42,0,NA,ONLINE
NA,NA,NA,NA,Discussion,39680D,60,10:00-10:50am,"Tue, Thu",26,22,0,NA,ONLINE
NA,NA,NA,NA,Discussion,39681D,60,11:00-11:50am,"Tue, Thu",25,21,0,NA,ONLINE
NA,NA,NA,NA,Lecture,39682D,60,2:00-2:50pm,MWF,51,48,0,Gary Rosen,ONLINE
NA,NA,NA,NA,Discussion,39683D,60,12:00-12:50pm,"Tue, Thu",27,25,0,NA,ONLINE
NA,NA,NA,NA,Discussion,39684D,60,1:00-1:50pm,"Tue, Thu",25,23,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30144D,1,TBA,TBA,35,22,0,Lizsl De Leon,OFFICE & ONLINE
NA,NA,NA,NA,Lecture-Lab,30310R,908,2:00-5:20pm,Thursday,50,44,0,Scott Easley,ONLINE
NA,Robust Systems Design and Implementation,NA,4,Lecture,30063D,60,10:00-11:50am,"Mon, Wed",25,0,0,Barath Raghavan,NA
NA,Computing and Global Change,NA,4,Lecture,30064D,60,12:00-2:00pm,"Mon, Wed",25,0,0,Barath Raghavan,ONLINE
NA,Artificial Intelligence for Sustainable Development,NA,4,Lecture,30168D,60,2:00-3:50pm,"Mon, Wed",25,14,0,Bistra Dilkina,ONLINE
NA,NA,NA,NA,Lecture,30007D,73,9:00-10:50am,"Mon, Wed",120,96,0,Barry Boehm,ONLINE
NA,NA,NA,NA,Lecture,30189D,48,2:00-5:20pm,Monday,80,0,0,NA,NA
NA,NA,NA,NA,Lecture,30107D,73,2:00-5:30pm,Tuesday,90,90,0,Mike Zyda,ONLINE
NA,NA,NA,NA,Lecture,30015D,48,9:00-11:50am,Friday,1,1,0,Clifford Neuman,OHE122 & ONLINE
NA,NA,NA,NA,Lab,30017R,48,4:30-5:20pm,Friday,75,10,0,NA,OHE122 & ONLINE
NA,NA,NA,NA,Lecture,30014D,34,9:00-11:50am,Friday,25,11,0,Clifford Neuman,DEN@Viterbi
NA,NA,NA,NA,Lab,30016R,34,4:30-5:20pm,Friday,25,11,0,NA,DEN@Viterbi
NA,NA,NA,NA,Lab,30034R,73,4:30-5:20pm,Friday,50,44,0,NA,ONLINE
NA,NA,NA,NA,Lab,30324R,73,TBA,TBA,40,59,0,NA,ONLINE
NA,NA,NA,NA,Lab,30226R,48,8:00-9:50am,Friday,75,72,0,Stefanos Nikolaidis,RTH419 & ONLINE
NA,NA,NA,NA,Lecture,30223D,48,12:00-1:50pm,"Mon, Wed",1,0,0,Shahram Ghandeharizadeh,SLH200 & ONLINE
NA,NA,NA,NA,Lecture,30038D,73,10:00-11:50am,"Mon, Wed",40,12,0,John Heidemann,ONLINE
NA,NA,NA,NA,Lab,30329R,73,TBA,TBA,40,34,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30630D,48,3:30-5:20pm,"Tue, Thu",53,18,0,Michel Dubois,OHE100D & ONLINE
NA,NA,NA,NA,Discussion,30629R,34,1:00-1:50pm,Friday,20,3,0,NA,DEN@Viterbi
NA,NA,NA,NA,Discussion,30631R,73,1:00-1:50pm,Friday,53,18,0,NA,ONLINE
NA,NA,NA,NA,Discussion,30050R,73,7:30-8:20pm,Monday,360,171,0,NA,ONLINE
NA,NA,NA,NA,Quiz,30001R,73,TBA,TBA,360,171,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30202D,73,5:00-7:20pm,Tuesday,360,138,0,Wei-Min Shen,ONLINE
NA,NA,NA,NA,Discussion,30295R,73,7:30-8:20pm,Tuesday,360,138,0,NA,ONLINE
NA,NA,NA,NA,Quiz,29981R,73,TBA,TBA,360,138,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30079D,34,5:00-7:20pm,Tuesday,25,18,0,Wei-Min Shen,DEN@Viterbi
NA,NA,NA,NA,Discussion,30305R,34,7:30-8:20pm,Tuesday,25,18,0,NA,DEN@Viterbi
NA,NA,NA,NA,Quiz,29982R,34,TBA,TBA,25,18,0,NA,DEN@Viterbi
NA,NA,NA,NA,Discussion,30151R,73,7:30-8:20pm,Thursday,200,180,0,NA,ONLINE
NA,NA,NA,NA,Quiz,29984R,73,TBA,TBA,200,180,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30259D,34,5:00-7:20pm,Thursday,20,6,0,Haipeng Luo,DEN@Viterbi
NA,NA,NA,NA,Discussion,30272R,34,7:30-8:20pm,Thursday,20,6,0,NA,DEN@Viterbi
NA,NA,NA,NA,Quiz,29985R,34,TBA,TBA,20,6,0,NA,DEN@Viterbi
NA,NA,NA,NA,Lecture,30101D,48,5:00-7:20pm,Monday,1,14,0,Shahriar Shamsian,OHE136 & ONLINE
NA,NA,NA,NA,Discussion,29928R,73,7:30-8:20pm,Monday,350,293,0,NA,ONLINE
NA,NA,NA,NA,Quiz,29923R,73,5:00-7:00pm,Friday,350,293,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30041D,73,5:00-7:20pm,Wednesday,345,312,0,Shahriar Shamsian,ONLINE
NA,NA,NA,NA,Lecture,30102D,48,5:00-7:20pm,Wednesday,5,5,0,Shahriar Shamsian,OHE136 & ONLINE
NA,NA,NA,NA,Discussion,30342R,73,7:30-8:20pm,Wednesday,350,317,0,NA,ONLINE
NA,NA,NA,NA,Quiz,30379R,73,5:00-7:00pm,Friday,350,317,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30099D,34,5:00-7:20pm,Wednesday,50,20,0,Shahriar Shamsian,DEN@Viterbi
NA,NA,NA,NA,Discussion,30253R,34,7:30-8:20pm,Wednesday,50,20,0,NA,DEN@Viterbi
NA,NA,NA,NA,Quiz,30152R,34,5:00-7:00pm,Friday,50,20,0,NA,DEN@Viterbi
NA,NA,NA,NA,Lecture,30177D,34,6:00-7:50pm,"Tue, Thu",20,17,0,Marco Papa,DEN@Viterbi
NA,NA,NA,NA,Lecture,30221D,48,6:00-7:50pm,"Tue, Thu",1,13,0,Marco Papa,OHE136 & ONLINE
NA,NA,NA,NA,Lecture,30060D,34,7:00-8:50am,"Mon, Wed",5,13,0,Ellis Horowitz,DEN@Viterbi
NA,NA,NA,NA,Lecture,30225D,73,6:40-10:10pm,Monday,80,76,0,Parag Havaldar,ONLINE
NA,NA,NA,NA,Lecture,30127D,34,2:00-3:20pm,MWF,40,11,0,Barry Boehm Supannika Koolmanojwong,DEN@Viterbi
NA,NA,NA,NA,Lecture,30094D,48,10:30-12:20pm,"Mon, Wed",80,19,0,Nenad Medvidovic,ONLINE
NA,NA,NA,NA,Lecture,30250D,48,12:30-1:50pm,"Tue, Thu",1,0,0,Ulrich Neumann,SLH200 & ONLINE
NA,NA,NA,NA,Discussion,29935R,73,3:30-4:20pm,Tuesday,70,66,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30299D,73,5:00-7:20pm,Wednesday,300,278,0,Sathyanaraya Raghavachary,ONLINE
NA,NA,NA,NA,Discussion,30308R,73,7:30-8:20pm,Wednesday,310,288,0,NA,ONLINE
NA,NA,NA,NA,Quiz,30371R,73,TBA,Friday,310,288,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30149D,34,5:00-7:20pm,Wednesday,25,18,0,Sathyanaraya Raghavachary,DEN@Viterbi
NA,NA,NA,NA,Discussion,30092R,34,7:30-8:20pm,Wednesday,25,18,0,NA,DEN@Viterbi
NA,NA,NA,NA,Quiz,30148R,34,TBA,Friday,25,18,0,NA,OFFICE
NA,NA,NA,NA,Lecture,30162D,48,TBA,"Tue, Thu",375,19,0,Lizsl De Leon,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30300D,73,TBA,TBA,1,0,0,NA,ONLINE
NA,NA,NA,NA,Lecture,30350D,48,12:00-1:50pm,Wednesday,150,56,0,Barry Boehm,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30844D,48,10:00-11:50am,"Mon, Wed",48,10,0,Pierluigi Nuzzo,KDC241 & ONLINE
NA,NA,NA,NA,Lab,30486R,73,1:30-3:20pm,Monday,50,1,0,NA,ONLINE
NA,NA,NA,NA,Lab,30845R,48,1:30-3:20pm,Monday,30,10,0,NA,SLH102 & ONLINE
NA,NA,NA,NA,Lecture,30170D,48,TBA,TBA,20,0,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30169D,48,TBA,TBA,25,0,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30171D,48,TBA,TBA,25,0,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30280D,48,3:30-4:50pm,"Mon, Wed",1,0,0,Aiichiro Nakano,SLH102 & ONLINE
NA,NA,NA,NA,Discussion,30146R,73,3:30-4:50pm,Friday,112,106,0,NA,ONLINE
NA,Mobile Social Games,NA,4,Lecture,30067D,73,2:00-5:20pm,Monday,90,88,0,Scott Easley,ONLINE
NA,An Introduction to Programming Languages,NA,4,Lecture,30167D,73,4:00-5:50pm,"Tue, Thu",30,13,0,Mukund Raghothaman,ONLINE
NA,NA,NA,NA,Lecture,30229D,34,2:00-3:50pm,"Tue, Thu",2,4,0,Ram Nevatia,DEN@Viterbi
NA,Representation Learning for Natural Language Processing,NA,4,Lecture,30065D,73,3:30-5:20pm,"Tue, Thu",30,17,0,Xiang Ren,ONLINE
NA,Advanced Topics in Deep Learning,NA,4,Lecture,30066D,73,2:00-5:20pm,Friday,30,25,0,Yan Liu,ONLINE
NA,Quantitative Information Flow and Side Channels,NA,4,Lecture,30091D,73,2:00-5:20pm,Wednesday,15,7,0,Chao Wang,ONLINE
NA,NA,NA,NA,Lecture,30208D,48,TBA,TBA,250,196,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30214D,48,TBA,TBA,30,24,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30215D,48,TBA,TBA,20,7,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30216D,48,TBA,TBA,30,14,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30217D,48,TBA,TBA,20,6,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,30218D,48,TBA,TBA,20,4,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,32425D,1,3:30-5:20pm,"Tue, Thu",67,62,0,Sathyanaraya Raghavachary,SKS302 & ONLINE
NA,NA,NA,NA,Lab,32404R,73,11:00-12:50pm,Thursday,70,62,0,NA,ONLINE
NA,NA,NA,NA,Lecture,32426D,34,1:00-1:50pm,"Tue, Thu",7,7,0,Jeremy Abramson,DEN@Viterbi
NA,NA,NA,NA,Lab,32427R,34,11:00-12:50pm,Thursday,15,15,0,NA,DEN@Viterbi
NA,NA,NA,NA,Lecture,32428D,34,12:00-3:20pm,Friday,15,5,0,Tanya Ryutov,DEN@Viterbi
NA,NA,NA,NA,Lecture,32434D,73,1:00-4:20pm,Friday,24,15,0,Clifford Neuman,ONLINE
NA,NA,NA,NA,Lecture,32406D,48,1:00-4:20pm,Friday,1,0,0,Clifford Neuman,OHE120 & ONLINE
NA,NA,NA,NA,Discussion,32407R,48,TBA,TBA,25,0,0,NA,TBA
NA,NA,NA,NA,Discussion,32430R,34,TBA,TBA,15,0,0,NA,TBA
NA,NA,NA,NA,Lecture,32431D,34,9:00-12:20pm,Monday,15,7,0,Gale Lucas,DEN@Viterbi
NA,NA,NA,NA,Lecture,32435D,73,9:00-12:20pm,Monday,65,64,0,Gale Lucas,ONLINE
NA,NA,NA,NA,Lecture,32436D,73,3:30-5:20pm,"Mon, Wed",45,45,0,Seon Kim,ONLINE
NA,NA,NA,NA,Lecture,32411D,73,3:30-5:20pm,"Mon, Wed",50,42,0,Wensheng Wu,ONLINE
NA,NA,NA,NA,Lecture,32433D,73,10:00-11:50am,"Mon, Wed",50,43,0,Wensheng Wu,ONLINE
NA,NA,NA,NA,Lecture,32412D,73,3:30-6:50pm,Monday,60,37,0,Satish Thittamaranahalli Ka,ONLINE
NA,NA,NA,NA,Lecture,32414D,73,2:00-3:50pm,"Mon, Wed",60,58,0,Mohammad Reza Rajati,ONLINE
NA,NA,NA,NA,Lecture,32416D,73,10:00-11:50am,"Mon, Wed",70,64,0,Fred Morstatter Andres Abeliuk Kimelman,ONLINE
NA,NA,NA,NA,Lecture,32417D,48,2:00-5:20pm,Tuesday,1,0,0,Anna Farzindar,THH101 & ONLINE
NA,NA,NA,NA,Lecture,32418D,48,2:00-5:20pm,Thursday,1,0,0,Anna Farzindar,THH101 & ONLINE
NA,NA,NA,NA,Lecture,32438D,73,2:00-5:20pm,Tuesday,70,36,0,Anna Farzindar,ONLINE
NA,NA,NA,NA,Lecture,32439D,73,2:00-5:20pm,Thursday,70,38,0,Anna Farzindar,ONLINE
NA,NA,NA,NA,Lecture,32440D,73,6:00-9:20pm,Monday,40,40,0,Jaime Levy,ONLINE
NA,NA,NA,NA,Lecture,32441D,73,2:00-5:20pm,Monday,22,21,0,Jaime Levy,ONLINE
NA,NA,NA,NA,Lecture,31729D,73,5:00-7:50pm,Tuesday,30,30,0,Cesar Acosta-Mejia,ONLINE
NA,NA,NA,NA,Lecture,31772D,73,11:00-2:00pm,Friday,54,50,0,Cesar Acosta-Mejia,ONLINE
NA,NA,NA,NA,Lecture,29310D,73,11:00-12:50pm,"Tue, Thu",28,9,0,Brent Liu,ONLINE
NA,NA,NA,NA,Lecture,32442D,48,TBA,TBA,10,0,0,NA,OFFICE & ONLINE
NA,NA,NA,NA,Lecture,31009D,60,11:00-12:20pm,"Tue, Thu",34,31,0,Mark Redekopp,ONLINE
NA,NA,NA,NA,Lecture,31291D,1,2:00-3:20pm,"Tue, Thu",37,32,0,Allan Weber,VHE205 & ONLINE
NA,NA,NA,NA,Lecture,31395D,1,9:00-10:20am,"Mon, Wed",40,37,0,Murali Annavaram,VHE205 & ONLINE
NA,NA,NA,NA,Quiz,30997R,60,7:00-8:50pm,Tuesday,209,136,0,NA,ONLINE
NA,NA,NA,NA,Lab,30425R,60,12:30-1:50pm,Friday,36,3,0,Murali Annavaram Mark Redekopp Allan Weber,ONLINE
NA,NA,NA,NA,Lab,30426D,60,12:30-1:50pm,Wednesday,1,4,0,Murali Annavaram Allan Weber Mark Redekopp,ONLINE
NA,NA,NA,NA,Lab,30744R,1,12:30-1:50pm,Friday,36,26,0,Murali Annavaram Mark Redekopp Allan Weber,VHE205 & ONLINE
NA,NA,NA,NA,Lab,30745R,1,12:30-1:50pm,Wednesday,37,27,0,Murali Annavaram Allan Weber Mark Redekopp,VHE205 & ONLINE
NA,NA,NA,NA,Lab,30746R,1,11:00-12:30pm,Friday,37,12,0,Murali Annavaram Mark Redekopp Allan Weber,VHE205 & ONLINE
NA,NA,NA,NA,Lab,31007R,1,2:00-3:20pm,Friday,36,30,0,Murali Annavaram Mark Redekopp Allan Weber,VHE205 & ONLINE
NA,NA,NA,NA,Lab,31292R,1,2:00-3:20pm,Wednesday,36,27,0,Murali Annavaram Allan Weber Mark Redekopp,VHE205 & ONLINE
NA,NA,NA,NA,Lab,31396R,1,3:30-4:50pm,Wednesday,36,21,0,Murali Annavaram Allan Weber Mark Redekopp,VHE205 & ONLINE
NA,NA,NA,NA,Discussion,31225R,60,11:00-11:50am,Tuesday,75,54,0,NA,ONLINE
NA,NA,NA,NA,Lab,30755R,60,9:00-9:50am,Thursday,25,10,0,NA,ONLINE
NA,NA,NA,NA,Lab,30756R,60,10:00-10:50am,Thursday,25,20,0,NA,ONLINE
NA,NA,NA,NA,Lab,30822R,60,11:00-11:50am,Thursday,25,24,0,NA,ONLINE
NA,NA,NA,NA,Lab,30899R,1,2:00-4:50pm,Friday,30,28,0,NA,ZHS159 & ONLINE
NA,NA,NA,NA,Lab,30406R,60,2:00-4:50pm,Friday,60,3,0,NA,ONLINE
NA,NA,NA,NA,Lab,30411R,60,2:00-4:50pm,Friday,30,0,0,NA,ONLINE
NA,NA,NA,NA,Lab,30811R,1,2:00-4:50pm,Friday,30,17,0,NA,SLH102 & ONLINE
NA,NA,NA,NA,Discussion,30436R,60,8:00-8:50am,"Wed, Fri",28,26,0,Edward Maby,ONLINE
NA,NA,NA,NA,Discussion,30437R,60,3:00-3:50pm,"Wed, Fri",35,24,0,Edward Maby,ONLINE
NA,NA,NA,NA,Lab,30434R,60,4:00-5:50pm,Monday,34,31,0,NA,ONLINE
NA,NA,NA,NA,Lab,30435R,60,6:00-8:00pm,Monday,34,23,0,NA,ONLINE
NA,NA,NA,NA,Lab,30403R,60,4:00-5:50pm,Tuesday,29,28,0,NA,ONLINE
NA,NA,NA,NA,Lab,30420R,60,6:00-7:50pm,Tuesday,27,26,0,NA,ONLINE
NA,NA,NA,NA,Lab,30421R,60,6:00-7:50pm,Wednesday,27,1,0,NA,NA
NA,NA,NA,NA,Lab,30459R,1,4:00-5:50pm,Wednesday,55,54,0,NA,OHE230 & ONLINE
NA,NA,NA,NA,Lab,30541R,60,4:00-5:50pm,Wednesday,53,1,0,NA,ONLINE
NA,NA,NA,NA,Discussion,30468R,60,1:00-1:50pm,Monday,20,3,0,NA,ONLINE
NA,NA,NA,NA,Discussion,30469R,60,4:00-4:50pm,Friday,20,12,0,NA,ONLINE
NA,NA,NA,NA,Lab,30855R,1,5:00-7:50pm,Thursday,18,14,0,Gandhi Puvvada,OHE336 & ONLINE
