Course number,Course title,Registration restrictions,Units,Type,Section,Session,Time,Days,Seats,Registered,Waitlist,Instructor,Room
JOUR-322,Introduction to Investigative and Data Journalism,P,2.0 units,Lecture,21175D,60,10:00-11:50am,Wednesday,15,15,0,Dana Chinn,ONLINE
JOUR-323,Journalism and the Audience,P,2.0 units,Lecture,21326D,60,4:00-5:40pm,Monday,15,15,0,Adriana Lacy,ONLINE
JOUR-372,Engaging Diverse Communities,PM,2.0 units,Lecture,21106D,60,3:00-4:40pm,Monday,12,12,0,Sarah Springer,ONLINE
JOUR-402,Advanced Video Reporting,P,6.0 units,Lecture,21199D,1,6:00-9:20pm,Wednesday,15,3,0,Natalie Brunell,ANN308 & ONLINE
JOUR-403,Television News and Sports Production,P,6.0 units,Lecture,21232D,1,9:00-12:20pm,Thursday,12,5,0,Stacy Scholder,ANN209 & ONLINE
JOUR-405,Non-Fiction Television,P,4.0 units,Lecture,21239D,1,9:00-12:20pm,Tuesday,15,4,0,Daniel Birman,ANN210 & ONLINE
JOUR-408,Advanced Media Law,P,2.0 units,Lecture,21121D,60,12:00-1:40pm,Thursday,23,23,0,Susan Gavigan,ONLINE
JOUR-411,Broadcast and Digital Writing for Video and Audio for Non-Ma,M,2.0 units,Lecture,21454D,60,9:00-10:40am,Monday,20,3,0,Lewis Rothbart,ONLINE
JOUR-414,Advanced Digital Media Storytelling,P,2.0 units,Lecture,21452D,60,2:00-3:40pm,Monday,12,9,0,Rebecca Haggerty,ONLINE
JOUR-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,21340D,1,TBA,TBA,12,0,0,Ben Carrington,OFFICE
JOUR-492,Advanced Coding for Storytelling,P,2.0 units,Lecture,21450D,60,12:30-2:50pm,Thursday,15,3,0,Peggy Bustamante,ONLINE
JOUR-523,Public Radio Reporting,M,2.0 units,Lecture,21687D,60,9:00-12:20pm,Wednesday,15,9,0,Willa Seidenberg,ONLINE
JOUR-528,Summer Digital Journalism Immersion,M,3.0 units,Lecture,21682D,1,9:00-11:30am,Monday,10,4,0,Eric Pape Peggy Bustamante May Lee,ANN305 & ONLINE
JOUR-531L,Fall Digital Journalism Immersion,PM,3.0 units,Lecture,21545D,1,12:30-3:50pm,Thursday,12,11,0,Alan Mittelstaedt Lisa Pecot-Hebert,ANN408 & ONLINE
JOUR-552,Television Reporting and Production,P,2.0 units,Lecture,21686D,1,9:00-12:20pm,Monday,13,2,0,Barbara Pierce,ANN406 & ONLINE
JOUR-553,Coding and Programming for Storytelling,M,2.0 units,Lecture,21570D,1,6:30-8:50pm,Thursday,16,11,0,Grace Manthey,ANN308 & ONLINE
JOUR-594b,Master's Thesis,P,2.0 units,Lecture,21666D,1,TBA,TBA,12,0,0,Sandy Tolan,OFFICE
JOUR-594z,Master's Thesis,P,0.0 units,Lecture,21673D,1,TBA,TBA,12,7,0,Sandy Tolan,OFFICE
JS-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,38265D,1,TBA,TBA,10,1,0,Leah Hochman Hagit Arieli-Chai,OFFICE
LAT-150,Latin II,P,4.0 units,Lecture,20001R,60,10:00-10:50am,MTuWTh,20,12,0,Steven Gonzalez,ONLINE
LAT-222,Latin III,P,4.0 units,Lecture,20002R,60,12:30-1:50pm,"Tue, Thu",15,15,0,Devon Harlow,ONLINE
LAW-503,Contracts,M,2.0-4.0 units,Lecture,03020D,991,10:40-11:50am,MWTh,70,63,0,Robert Rasmussen,ONLINE
LAW-504,Criminal Law,M,3.0 units,Lecture,04039D,968,6:00-8:50pm,Thursday,15,11,0,Nicole Bershon,ONLINE
LAW-505,Legal Profession,M,2.0-4.0 units,Lecture,04017D,968,8:00-9:50pm,Thursday,50,20,0,Nicole Webster,ONLINE
LAW-510,Legal Research,M,0.0-1.0 units,Lecture,04048D,968,8:30-9:20pm,Monday,18,17,0,Brian Raphael,ONLINE
LAW-511a,Legal Writing,M,1.0-2.0 units,Lecture,04050D,968,7:00-7:50pm,"Tue, Thu",7,7,0,Deborah Weiss,ONLINE
LAW-513,Effective Writing for Professionals,M,2.0 units,Lecture,04306D,529,3:00-4:50pm,Thursday,20,9,0,Kendra Hampton,ONLINE
LAW-515,"Legal Research, Writing, and Advocacy I",M,2.0-3.0 units,Lecture,03100D,991,8:00-8:50am,"Tue, Thu",14,12,0,Michael Moulton Elizabeth Carroll Brian Raphael,ONLINE
LAW-520,Introduction to U.S. Legal System,M,2.0 units,Lecture,04014D,968,8:00-9:50pm,Tuesday,80,15,0,Nicole Webster,ONLINE
LAW-521,Topics in American Law,M,1.0-4.0 units,Lecture,04024D,968,2:00-4:50pm,Wednesday,100,6,0,John Heilman,LAW3 & ONLINE
LAW-530,Fundamental Business Principles,M,1.0 unit,Lecture,03170D,303,4:00-6:00pm,Monday,100,76,0,Michael Chasalow,ONLINE
LAW-532,Constitutional Law: Rights,M,3.0 units,Lecture,03172D,941,10:15-11:30am,"Tue, Thu",60,53,0,Franita Tolson,ONLINE
LAW-550,Law for Business,M,"1.0 units, max 4",Lecture,03190D,941,TBA,TBA,20,11,0,Scott Malzahn,ONLINE
LAW-560,Academic and Professional Skills for U.S. Law Studies I,MC,2.0 units,Lecture,04201D,968,9:00-10:50am,Tuesday,40,37,0,Mona Shah,ONLINE
LAW-561a,Fundamentals of Legal Writing Skills,MC,3.0 units,Lecture,04202D,968,9:00-11:50am,Thursday,30,6,0,Timothy Fox Linna Loangkote,LAW3 & ONLINE
LAW-563,Presentation Skills for International Lawyers,MC,2.0 units,Lecture,04203D,968,9:00-10:50am,Monday,19,18,0,Lovee Sarenas Edward Seo,ONLINE
LAW-565,U.S. Common Law Analysis and Skills,MC,2.0 units,Lecture,04204D,968,9:00-10:50am,Wednesday,40,38,0,William Patton,ONLINE
LAW-596,Internship for Curricular Practical Training,C,"1.0-3.0 units, max 3",Lecture,03910D,941,TBA,TBA,2,2,0,Sarah Gruzas,ONLINE
LAW-598,Regulatory Compliance,M,2.0-3.0 units,Lecture,04304D,529,5:30-8:20pm,Wednesday,35,4,0,Nicholas Merkin,LAW7 & ONLINE
LAW-600,Taxation,M,3.0-4.0 units,Lecture,03221D,941,10:30-11:40am,MWF,115,77,0,Ed Mc Caffery,ONLINE
LAW-602,Criminal Procedure,M,2.0-4.0 units,Lecture,03223D,941,5:00-6:15pm,"Tue, Thu",110,105,0,Emily Ryo,ONLINE
LAW-603,Business Organizations,M,3.0-5.0 units,Lecture,03224D,941,8:30-9:40am,MWF,130,106,0,Michael Chasalow,ONLINE
LAW-604,Real Estate Transactions Problems,M,1.0 unit,Lecture,03235D,331,10:15-11:55am,Tuesday,10,10,0,Susan Booth,ONLINE
LAW-605,Real Estate Transactions and Finance,M,2.0-5.0 units,Lecture,03232D,941,1:15-2:55pm,"Tue, Thu",70,51,0,Oscar Sandoval,ONLINE
LAW-607,"Gifts, Wills, and Trusts",M,3.0-4.0 units,Lecture,03238D,941,12:00-1:15pm,"Mon, Wed",140,96,0,Erin Prouty,ONLINE
LAW-608,Evidence,M,3.0-4.0 units,Lecture,03240D,941,4:30-6:10pm,"Mon, Wed",120,76,0,Brian Hoffstadt,ONLINE
LAW-614,Accounting for Lawyers,M,2.0-3.0 units,Lecture,03250D,941,2:15-4:45pm,Thursday,30,25,0,Adrian Stern,ONLINE
LAW-621,Gender Discrimination,M,1.0-4.0 units,Lecture,03257D,941,1:30-2:45pm,"Tue, Thu",140,33,0,Susan Estrich,ONLINE
LAW-622,Money in Politics,M,2.0-3.0 units,Lecture,03261D,941,6:20-8:00pm,Tuesday,25,22,0,Abby Wood,ONLINE
LAW-625,Remedies,M,3.0-4.0 units,Lecture,03265D,941,5:30-6:45pm,"Tue, Thu",35,25,0,Mark Borenstein,ONLINE
LAW-630,Mediation Clinic I,M,2.0-4.0 units,Lecture,03271D,941,TBA,Thursday,12,12,0,Lisa Klerman,OFFICE & ONLINE
LAW-632,Business for Lawyers,M,2.0-4.0 units,Lecture,03273D,941,8:00-9:50am,Wednesday,35,23,0,Ruchi Desai,ONLINE
LAW-642,Secured Transactions,M,2.0-4.0 units,Lecture,03295D,941,3:30-4:45pm,"Tue, Thu",40,33,0,Warren Loui,ONLINE
LAW-645,Transactional Practice - The Syndicated Loan Agreement,M,1.0-4.0 units,Lecture,03299D,573,TBA,TBA,24,24,0,Robert Rasmussen Andrew Kaufman,ONLINE
LAW-647,Bankruptcy: Debtors and Creditors I,M,2.0-3.0 units,Lecture,03304D,941,5:00-6:15pm,"Tue, Thu",40,31,0,George Webster III,ONLINE
LAW-666a,Trademark Moot Court,M,1.0 unit,Lecture,03331D,941,2:00-2:50pm,Tuesday,8,8,0,Rami Yanni,ONLINE
LAW-667,Hale Moot Court Brief,M,2.0 units,Lecture,03338D,941,1:30-3:30pm,Friday,40,40,0,Rebecca Lonergan,ONLINE
LAW-669,Moot Court Supervision,M,"1.0-3.0 units, max 6",Lecture,03440D,941,1:30-3:30pm,Friday,11,11,0,Rebecca Lonergan,ONLINE
LAW-678a,Review of Law and Social Justice Staff,M,1.0-4.0 units,Lecture,03355D,941,TBA,TBA,30,23,0,David Cruz,OFFICE
LAW-679,Review of Law and Social Justice Writing,M,"1.0-4.0 units, max 4",Lecture,03920D,941,TBA,TBA,1,1,0,Samuel Erman,ONLINE
LAW-680,Mediation Theory and Practice,M,2.0-3.0 units,Lecture,04054D,968,6:00-8:50pm,Wednesday,2,1,0,Jack Goetz,ONLINE
LAW-680a,Review of Law and Social Justice Editing,M,1.0-3.0 units,Lecture,03359D,941,TBA,TBA,15,13,0,David Cruz,ONLINE
LAW-687,Immigration Detention and Appellate Clinic,M,4.0 units,Lecture,03350D,941,4:00-5:50pm,Thursday,4,2,0,Jean Lantz,OFFICE & ONLINE
LAW-701,Child Interviewing Practicum,M,1.0-4.0 units,Lecture,03374D,941,10:00-11:50am,Thursday,8,8,0,Tom Lyon,ONLINE
LAW-704,Poverty Law,M,2.0-4.0 units,Lecture,03364D,941,3:30-4:45pm,"Tue, Thu",25,25,0,Clare Pastore,ONLINE
LAW-705,Community Property,M,1.0-3.0 units,Lecture,03384D,941,4:00-5:40pm,Friday,50,21,0,Susannah Braffman Amen Anne Kiley,ONLINE
LAW-708,"Contract Drafting, Analysis and Negotiation",M,2.0-4.0 units,Lecture,04004D,968,10:00-11:50am,Monday,23,22,0,Stephen Yamaguchi Nicolai Schwarz-Gondek,ONLINE
LAW-709,Contract Drafting and Negotiation,M,2.0-4.0 units,Lecture,03389D,941,5:00-6:50pm,Wednesday,20,17,0,Elliot Rozenberg,ONLINE
LAW-712,Negotiation Theory and Application,M,2.0-3.0 units,Lecture,03393D,941,5:00-7:50pm,Tuesday,24,23,0,Jason Marsili,ONLINE
LAW-713,International Human Rights,M,2.0-4.0 units,Lecture,03395D,941,3:00-5:30pm,Monday,25,4,0,Alison Dundes Renteln,ONLINE
LAW-715,ADR Law and Policy: Mediation and Arbitration,M,2.0-4.0 units,Lecture,03401D,941,6:00-8:50pm,Monday,15,13,0,Richard Peterson Sean Galliher,ONLINE
LAW-730,Computer Science for Lawyers,MC,1.0 unit,Lecture,03431D,231,1:15-2:55pm,Tuesday,45,25,0,Ali Khosh,ONLINE
LAW-737,Small Business Clinic II,PM,2.0-4.0 units,Lecture,03434D,941,TBA,Friday,10,10,0,Michael Chasalow,LAW2 & ONLINE
LAW-738,E-Discovery Law,M,1.0-2.0 units,Lecture,03436D,941,10:15-11:55am,Thursday,20,17,0,Kimberly Mckay Glenn Shubb,ONLINE
LAW-746,Critical Race Theory,M,2.0-4.0 units,Lecture,03444D,941,10:30-11:45am,"Mon, Wed",16,16,0,Daria Roithmayr,ONLINE
LAW-748,Consumer Law,M,3.0 units,Lecture,03445D,941,5:15-7:45pm,Monday,14,6,0,Elizabeth Gonzalez,ONLINE
LAW-760a,Interdisciplinary Law Journal Staff,M,1.0 unit,Lecture,03462D,941,TBA,TBA,35,31,0,Ed Mc Caffery,ONLINE
LAW-761,Interdisciplinary Law Journal Writing,M,"1.0-4.0 units, max 4",Lecture,03935D,941,TBA,TBA,2,0,0,Robert Rasmussen,ONLINE
LAW-762a,Interdisciplinary Law Journal Editing,M,1.0-3.0 units,Lecture,03466D,941,TBA,TBA,24,24,0,Ed Mc Caffery,ONLINE
LAW-764,International Business Transactions,M,3.0-4.0 units,Lecture,03470D,941,8:30-9:45am,"Tue, Thu",35,34,0,Yaphett Powell Megan Jones,ONLINE
LAW-766,Writing for Publication Seminar,M,"1.0-4.0 units, max 8",Lecture,03473D,941,10:30-12:10pm,Tuesday,25,25,0,Jonathan Barnett,ONLINE
LAW-767a,Law Review Staff,M,1.0 unit,Lecture,03484D,941,TBA,TBA,36,36,0,Michael Simkovic,ONLINE
LAW-768,Law Review Writing,M,"1.0-4.0 units, max 4",Lecture,03950D,941,TBA,TBA,1,1,0,Erik Hovenkamp,ONLINE
LAW-769a,Law Review Editing,M,1.0-3.0 units,Lecture,03488D,941,TBA,TBA,35,34,0,Michael Simkovic,ONLINE
LAW-771,Intellectual Property and Technology Law Clinic I,M,2.0-5.0 units,Lecture,03491D,941,TBA,TBA,8,8,0,Jeffrey Pearlman,OFFICE & ONLINE
LAW-772,Intellectual Property,M,2.0-3.0 units,Lecture,03596D,941,1:30-2:45pm,"Mon, Wed",100,83,0,Jonathan Barnett,ONLINE
LAW-776,Immigration Clinic I,M,2.0-5.0 units,Lecture,03498D,941,1:00-3:00pm,Tuesday,8,6,0,Niels Frenzen Jean Lantz,"ONLINE, ONLINE"
LAW-777,Administrative Law and Regulatory Policy,M,1.0-4.0 units,Lecture,03499D,941,6:20-8:00pm,"Mon, Wed",80,48,0,Abby Wood,ONLINE
LAW-781,Externship I,M,2.0-12.0 units,Lecture,03500D,941,1:15-2:55pm,Thursday,6,5,0,Preston Ascherin,ONLINE
LAW-782,Externship II,M,2.0-12.0 units,Lecture,03505D,941,1:15-2:55pm,Thursday,5,5,0,Preston Ascherin,ONLINE
LAW-809,Deposition Strategies and Techniques,M,2.0-3.0 units,Lecture,03560D,941,2:00-3:40pm,Wednesday,16,16,0,Harvey Friedman,ONLINE
LAW-810,Patent Law,M,3.0-4.0 units,Lecture,03561D,941,4:30-8:30pm,Monday,15,9,0,Roman Melnik,ONLINE
LAW-819,ADR Ethics,M,1.0-2.0 units,Lecture,03573D,941,5:00-5:50pm,Thursday,5,4,0,Richard Peterson Phyllis Pollack,ONLINE
LAW-820,Pretrial Advocacy,M,3.0-4.0 units,Lecture,03571D,941,5:00-7:50pm,Thursday,24,21,0,Justin Sanders,ONLINE
LAW-821,Trial Advocacy,M,3.0-4.0 units,Lecture,03575D,941,5:00-7:45pm,Wednesday,10,9,0,Monica Bachner Karla Kerlin,ONLINE
LAW-822,Alternative Dispute Resolution Clause Drafting,M,1.0 unit,Lecture,03578D,504,TBA,TBA,19,15,0,Justin Hoyt Janine Sperandeo,ONLINE
LAW-826,Employment Dispute Mediation,M,1.0-2.0 units,Lecture,04041D,968,12:00-1:50pm,Tuesday,2,1,0,Todd Smith,ONLINE
LAW-829,Cross-Cultural Dispute Resolution,M,2.0 units,Lecture,03583D,941,6:20-8:00pm,Thursday,50,20,0,Jason Harper,ONLINE
LAW-834,Veterans Legal Practicum,M,"3.0-4.0 units, max 8",Lecture,03587D,941,3:00-4:15pm,"Mon, Wed",10,10,0,Laura Riley Dwight Stirling,ONLINE
LAW-845,Negotiation Skills,M,2.0-3.0 units,Lecture,03613D,941,4:00-7:00pm,Wednesday,24,20,0,Stephan Ray,ONLINE
LAW-849,International Human Rights Clinic I,M,4.0-5.0 units,Lecture,03603D,941,TBA,TBA,8,8,0,Hannah Garry,OFFICE & ONLINE
LAW-863,International Negotiations and Mediation,M,2.0-4.0 units,Lecture,03266D,941,8:30-10:10am,Wednesday,10,6,0,John Garman,ONLINE
LAW-866,"Counterterrorism, Privacy and Civil Liberties",M,2.0-4.0 units,Lecture,03629D,941,8:30-10:10am,Wednesday,30,20,0,Seth Stodder,ONLINE
LAW-870,Legal Writing Fellows,M,"1.0-4.0 units, max 7",Lecture,03635D,941,TBA,TBA,10,5,0,Elizabeth Carroll,ONLINE
LAW-871,First Amendment,M,2.0-4.0 units,Lecture,03640D,941,3:00-4:15pm,"Mon, Wed",50,39,0,Camille Gear Rich,ONLINE
LAW-875,Constitutional Theory Seminar,M,1.0-4.0 units,Lecture,03645D,941,10:15-11:55am,Wednesday,25,23,0,Rebecca Brown,ONLINE
LAW-880,Equality and Difference,M,2.0-3.0 units,Lecture,03658D,941,10:15-11:55am,Thursday,25,22,0,Nomi Stolzenberg,ONLINE
LAW-883,Advanced Legal Writing for Business Lawyers,M,2.0 units,Lecture,03659D,941,10:15-11:55am,Tuesday,15,14,0,Janis Penton,ONLINE
LAW-890,Directed Research,M,1.0-4.0 units,Lecture,03900D,941,TBA,TBA,3,3,0,Sue Wright,ONLINE
LAW-891,Post-Conviction Justice Project I,M,1.0-5.0 units,Lecture,03668D,941,1:30-2:45pm,"Mon, Wed",16,16,0,Mike Brennan Heidi Rummel,LAW107 & ONLINE
LAW-893,Advanced Clinical Training,M,"1.0-5.0 units, max 10",Lecture,03680D,941,TBA,TBA,2,2,0,Hannah Garry,OFFICE & ONLINE
LAW-894,Advanced Mediation Clinic,M,"1.0-4.0 units, max 8",Lecture,03682D,941,TBA,TBA,4,3,0,Lisa Klerman,OFFICE & ONLINE
LIM-500,Fundamentals of Library and Information Science,M,3.0 units,Lecture,16951R,390,TBA,TBA,30,22,0,Christopher Stewart,OFFICE
LIM-503,"Information Description, Organization, and Retrieval",M,3.0 units,Lecture,16967R,390,TBA,TBA,31,30,0,C. Muglia,ONLINE
LIM-504,Research Methods in Library and Information Management,M,3.0 units,Lecture,16972R,390,TBA,TBA,36,32,0,Mathew Curtis,ONLINE
LIM-511,Instructional Strategies for Information Professionals,PM,3.0 units,Lecture,16977R,390,TBA,TBA,25,11,0,Stacy Williams,ONLINE
LIM-535,Library Information Sources and Services,M,2.0 units,Lecture,16996R,390,TBA,TBA,30,23,0,Renee Di Pilato,ONLINE
LIM-536,Library Project Management,PM,2.0 units,Lecture,16992R,390,TBA,TBA,30,14,0,Deborah Holmes-Wong,ONLINE
LIM-537,"Legal, Ethical and Strategic Fundamentals for Library Managers",PM,2.0 units,Lecture,16993R,390,TBA,TBA,30,18,0,Helga Haraldsson,ONLINE
LIM-563,Partnerships and Collaborations in Libraries,PM,3.0 units,Lecture,16976R,390,TBA,TBA,25,15,0,Gary Shaffer,ONLINE
LIM-593,Independent Research in Library and Information Management,PM,"2.0 units, max 4",Lecture,16994R,390,TBA,TBA,30,17,0,Christal Young,ONLINE
LIM-595,Internship in Library and Information Management,PM,2.0 units,Lecture,16995R,390,TBA,TBA,30,11,0,Melissa L Miller,ONLINE
LIM-598,Capstone in Library and Information Management,PM,3.0 units,Lecture,17000R,390,TBA,TBA,30,11,0,Jade Winn,OFFICE
LING-302,Introduction to Syntax and Semantics,P,4.0 units,Lecture,38845D,60,12:00-1:50pm,"Mon, Wed",25,21,0,Audrey Li,ONLINE
LING-401,Advanced Phonology,P,4.0 units,Lecture,38853R,60,12:30-2:00pm,"Mon, Wed",15,3,0,Stephanie Shih,ONLINE
LING-406,Psycholinguistics,P,4.0 units,Lecture,38861R,60,11:00-12:30pm,"Tue, Thu",25,23,0,Elsi Kaiser,ONLINE
LING-410,Second Language Acquisition,P,4.0 units,Lecture,38867R,60,3:30-4:50pm,"Mon, Wed",15,13,0,Audrey Li,ONLINE
LING-490x,Directed Research,C,"1.0-8.0 units, max 12",Lecture,38881D,60,TBA,TBA,15,5,0,Andrew Simpson,ONLINE
LING-505c,Seminar in Linguistics,P,1.0 unit,Lecture,38893R,60,3:30-4:50pm,Monday,15,3,0,Stephanie Shih,ONLINE
LING-593x,Practicum in Teaching the Liberal Arts: Linguistics,C,2.0 units,Lecture,38968D,60,3:30-4:50pm,Wednesday,15,5,0,Stephanie Shih,ONLINE
LING-632,Seminar in Phonetics,P,"3.0 units, max 12",Lecture,38981D,60,2:00-4:20pm,Wednesday,15,3,0,Louis Goldstein,ONLINE
MASC-334L,Mechanical Behavior of Materials,P,4.0 units,Lecture,29636R,1,2:00-3:20pm,"Mon, Wed",29,14,0,Bora Gencturk,SGM101 & ONLINE
MASC-471,Applied Quantum Mechanics for Engineers,P,4.0 units,Lecture,30554D,60,9:30-10:50am,"Tue, Thu",25,17,0,Martin Gundersen,ONLINE
MASC-512,Thin Film Science and Technology,C,4.0 units,Lecture,32146R,73,10:00-11:50am,"Mon, Wed",30,10,0,Jayakanth Ravichandran,ONLINE
MATH-108g,Contemporary Precalculus,P,4.0 units,Lecture,39403D,60,9:00-9:50am,MWF,48,46,0,Guillermo Reyes Souto,ONLINE
MATH-108g,Contemporary Precalculus,P,4.0 units,Lecture,39403D,60,9:00-9:50am,MWF,48,46,0,Guillermo Reyes Souto,ONLINE
MATH-108g,Contemporary Precalculus,P,4.0 units,Lecture,39403D,60,9:00-9:50am,MWF,48,46,0,Guillermo Reyes Souto,ONLINE
MATH-117g,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39419D,60,10:00-10:50am,MWF,49,34,0,Jared Warner,ONLINE
MATH-117g,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39419D,60,10:00-10:50am,MWF,49,34,0,Jared Warner,ONLINE
MATH-117g,Introduction to Mathematics for Business and Economics,P,4.0 units,Lecture,39419D,60,10:00-10:50am,MWF,49,34,0,Jared Warner,ONLINE
MATH-118xg,Fundamental Principles of Calculus,P,4.0 units,Lecture,39429D,60,9:00-9:50am,MWF,49,47,0,Michael Hall,ONLINE
MATH-118xg,Fundamental Principles of Calculus,P,4.0 units,Lecture,39429D,60,9:00-9:50am,MWF,49,47,0,Michael Hall,ONLINE
MATH-118xg,Fundamental Principles of Calculus,P,4.0 units,Lecture,39429D,60,9:00-9:50am,MWF,49,47,0,Michael Hall,ONLINE
MATH-125g,Calculus I,P,4.0 units,Lecture,39456D,60,9:00-9:50am,MWF,47,47,0,Paul Tokorcheck,ONLINE
MATH-125g,Calculus I,P,4.0 units,Lecture,39456D,60,9:00-9:50am,MWF,47,47,0,Paul Tokorcheck,ONLINE
MATH-125g,Calculus I,P,4.0 units,Lecture,39456D,60,9:00-9:50am,MWF,47,47,0,Paul Tokorcheck,ONLINE
MATH-126g,Calculus II,P,4.0 units,Lecture,39500D,60,9:00-9:50am,MWF,49,49,0,Felicia Tabing,ONLINE
MATH-126g,Calculus II,P,4.0 units,Lecture,39500D,60,9:00-9:50am,MWF,49,49,0,Felicia Tabing,ONLINE
MATH-126g,Calculus II,P,4.0 units,Lecture,39500D,60,9:00-9:50am,MWF,49,49,0,Felicia Tabing,ONLINE
MATH-129,Calculus II for Engineers and Scientists,P,4.0 units,Lecture,39524D,60,9:00-9:50am,MWF,49,42,0,Nathaniel Emerson,ONLINE
MATH-208x,Elementary Probability and Statistics,P,4.0 units,Lecture,39530D,60,2:00-2:50pm,MWF,49,26,0,Stanislav Minsker,ONLINE
MATH-225,Linear Algebra and Linear Differential Equations,P,4.0 units,Lecture,39538D,60,9:00-9:50am,MWF,49,46,0,David Crombecque,ONLINE
MATH-226g,Calculus III,P,4.0 units,Lecture,39553D,60,9:00-9:50am,MWF,49,40,0,Qingtang Su,ONLINE
MATH-226g,Calculus III,P,4.0 units,Lecture,39553D,60,9:00-9:50am,MWF,49,40,0,Qingtang Su,ONLINE
MATH-226g,Calculus III,P,4.0 units,Lecture,39553D,60,9:00-9:50am,MWF,49,40,0,Qingtang Su,ONLINE
MATH-229,Calculus III for Engineers and Scientists,P,4.0 units,Lecture,39580D,60,9:00-9:50am,MWF,49,49,0,Ramtin Sheikhhassani,ONLINE
MATH-245,Mathematics of Physics and Engineering I,P,4.0 units,Lecture,39594D,60,10:00-10:50am,MWF,49,19,0,Nabil Ziane,ONLINE
MATH-307,Statistical Inference and Data Analysis I,P,4.0 units,Lecture,39615D,60,1:00-1:50pm,MWF,30,27,0,Nivedita Bhaskhar,ONLINE
MATH-407,Probability Theory,P,4.0 units,Lecture,39625D,60,9:00-9:50am,MWF,49,44,0,Richard Arratia,ONLINE
MATH-408,Mathematical Statistics,P,4.0 units,Lecture,39635D,60,9:00-9:50am,MWF,49,48,0,Sergey Lototsky,ONLINE
MATH-410,Fundamental Concepts of Modern Algebra,P,4.0 units,Lecture,39641D,60,10:00-10:50am,MWF,35,23,0,Greta Panova,ONLINE
MATH-425a,Fundamental Concepts of Analysis,P,4.0 units,Lecture,39645D,60,9:00-9:50am,MWF,40,26,0,Yu Deng,ONLINE
MATH-430,Theory of Numbers,P,4.0 units,Lecture,39650D,60,12:00-12:50pm,MWF,30,23,0,Fedor Malikov,ONLINE
MATH-434,Geometry and Transformations,P,4.0 units,Lecture,39655D,60,2:00-2:50pm,MWF,25,7,0,Guillaume Dreyer,ONLINE
MATH-445,Mathematics of Physics and Engineering II,P,4.0 units,Lecture,39673D,60,12:00-12:50pm,MWF,49,46,0,Robert Sacker,ONLINE
MATH-447,Mathematics of Machine Learning,P,4.0 units,Lecture,39676D,60,2:00-2:50pm,MWF,40,30,0,Guillermo Reyes Souto,ONLINE
MATH-458,Numerical Methods,P,4.0 units,Lecture,39679D,60,12:00-12:50pm,MWF,49,43,0,Cymra Haskell,ONLINE
MATH-467,Theory and Computational Methods for Optimization,P,4.0 units,Lecture,39685D,60,1:00-1:50pm,MWF,45,32,0,Ricardo Mancera,ONLINE
MATH-507a,Theory of Probability,P,3.0 units,Lecture,39720R,60,1:00-1:50pm,MWF,30,10,0,Steven Heilman,ONLINE
MATH-509,Stochastic Differential Equations,P,3.0 units,Lecture,39725R,60,1:00-1:50pm,MWF,25,8,0,Igor Kukavica,ONLINE
MATH-510a,Algebra,P,3.0 units,Lecture,39730R,60,12:00-12:50pm,MWF,20,10,0,Aravind Asok,ONLINE
MATH-511bL,Data Analysis,P,4.0 units,Lecture,41070D,46,12:30-2:25pm,Tuesday,35,30,0,Wendy Mack,ONLINE
MATH-525a,Real Analysis,P,3.0 units,Lecture,39735R,60,10:00-10:50am,MWF,40,26,0,Ken Alexander,ONLINE
MATH-540,Topology,P,3.0 units,Lecture,39745R,60,11:00-11:50am,MWF,20,14,0,Francis Bonahon,ONLINE
MATH-541b,Introduction to Mathematical Statistics,P,3.0 units,Lecture,39750R,60,11:00-11:50am,MWF,30,19,0,Larry Goldstein,ONLINE
MATH-547,Mathematical Foundations of Statistical Learning Theory,P,3.0 units,Lecture,39752R,60,10:00-10:50am,MWF,30,17,0,Mohamed Ndaoud,ONLINE
MATH-555a,Partial Differential Equations,P,3.0 units,Lecture,39755R,60,2:00-3:15pm,"Mon, Wed",25,3,0,Yu Deng,ONLINE
MATH-578b,Computational Molecular Biology,P,3.0 units,Lecture,39770R,60,11:00-12:20pm,"Tue, Thu",20,11,0,Liang Chen Fengzhu Sun,ONLINE
MATH-580,Introduction to Functional Analysis,P,3.0 units,Lecture,39772R,60,9:00-9:50am,MWF,20,8,0,Wojciech Ozanski,ONLINE
MATH-614,Topics in Algebraic Geometry,P,"3.0 units, max 12",Lecture,39790R,1,TBA,TBA,20,11,0,Harold Williams,OFFICE
MATH-655,Topics in Partial Differential Equations,P,"3.0 units, max 12",Lecture,39804R,60,2:00-3:15pm,"Mon, Wed",20,7,0,Juhi Jang,ONLINE
MBPH-790,Research,C,"1.0-12.0 units, max 12",Lecture,70017D,46,TBA,TBA,50,5,0,Ralf Langen,OFFICE
MBPH-794a,Doctoral Dissertation,C,2.0 units,Lecture,70006D,46,TBA,TBA,30,2,0,Ralf Langen,OFFICE
MBPH-794b,Doctoral Dissertation,PC,2.0 units,Lecture,70007D,46,TBA,TBA,30,0,0,Ralf Langen,OFFICE
