First Name,Last Name,Department,Rating Class,Overall Rating
Craig,Hsaio,Economics,poor,1.0
Cheng,Hsiao,Economics,poor,1.0
Yu-Wei,Hsieh,Economics,good,3.5
Stephanie,Hsieh,Social Work,good,4.7
Steve,Hsu,Physical Education,good,3.9
Brian,Hsu,French  Italian,poor,2.0
Weiwei,HU,Mathematics,poor,2.0
Maria,Hu,Social Work,good,5.0
Caroline,Hu,Cinema,good,5.0
Ming-Deh,Huang,Computer Science,good,3.9
Nansong,Huang,Languages,good,4.1
Quiang,Huang,Engineering,good,3.8
Alvin,Huang,Architecture,good,4.2
Lingwen,Huang,Economics,average,3.3
John,Hubbard,History,good,4.9
Reginald S.,Hubbard,Business,average,2.5
Jim,Hubbard,Communication,good,3.9
Trisha,Hubbs,Writing,good,4.2
Maurice,Hudson,Social Work,good,4.3
Suzanne,Hudson,Art History,good,3.8
Stanley,Huey,Psychology,good,4.1
Latonya,Huey,Social Work,good,4.0
Adam,Hughes,Design,good,5.0
Sara,Hughes,Geography,good,5.0
Evan,Hughes,Information Media Literacy,good,4.3
Jimi,Huh,Health Science,poor,1.5
Harry,Hunter,Social Work,good,4.4
Joseph,Hunter,Social Work,good,5.0
Michael,Hurlburt,Social Work,average,3.3
Taiyaba,Husain,English,good,4.0
Alefiya,Hussain,Computer Science,poor,1.0
David,Hutchins,Biological Sciences,good,3.5
Kai,Hwang,Engineering,poor,1.3
Heeju,Hwang,Linguistics,good,3.8
Kyung Moon,Hwang,History,poor,2.3
Corinne,Hyde,Education,good,4.8
Steve,Hydon,Social Work,good,5.0
Jacques,Hymans,International Relations,good,4.3
Carmine,Iannaccone,Fine Arts,good,4.3
Fatemeh,Ibrahimi Nazarian,Business,average,3.5
Antonio,Idini,Languages,good,4.7
Mayumi,Ikeda,East Asian Languages,good,4.5
Beatriz,Ilari,Music,good,5.0
Aniko,Imre,Film,good,4.7
Ayse,Imrohoroglu,Business,average,2.7
Selahattin,Imrohoroglu,Economics,poor,2.1
Sue,Ingles,Medicine,poor,1.9
Kerry,Ingram,English,good,3.9
Daniel ,Inloes Jr. ,Policy Planning  Development,good,3.7
Petros,Ioannou,Engineering,poor,1.5
Mio,Iovanov,Mathematics,poor,2.0
Canan,Ipek,Psychology,good,4.0
Maki,Irie,East Asian Languages,good,4.4
Mark,Irwin,Arts & Letters,good,4.3
David,Isaacs,Cinema,good,4.2
Khalil,Iskarous,Linguistics,average,3.0
Sondos,Islam,Health Science,average,2.8
Nadia,Islam,Social Work,good,3.5
Francesca,Italiano,Languages,average,2.5
Laurent,Itti,Computer Science,average,3.0
Sanja,Ivanovic,Engineering,good,4.7
Jane,Iwamura,Ethnic Studies,good,4.9
Alex,Jablonski,Cinema,good,5.0
Michell,Jackson,Social Work,average,2.7
Patrick,Jackson,Fine Arts,good,4.4
Sherman,Jackson,American Studies,good,4.8
Dion,Jackson,Policy Planning  Development,average,2.7
Jazmin,Jackson,Social Work,good,5.0
Cecil,Jackson,Accounting,good,3.6
Steve,Jacobs,Computer Science,good,5.0
Kate,Jacobs,Journalism,good,4.6
Lanita,Jacobs-Huey,Anthropology,good,4.0
Kristen,Jaconi,Accounting,good,5.0
Bhargav,Jagdish Oza,Engineering,average,2.5
Grayson,Jaggers,Biological Sciences,good,4.6
Priya,Jaikumar,Film,good,4.3
Rahul,Jain,Engineering,poor,1.8
Michael,Jakowec,Biological Sciences,average,3.3
David,James,Film,good,4.2
Patrick,James,International Relations,good,4.6
Jane,James,Social Work,good,4.0
Adam,James,Social Work,poor,1.0
Heather,James,English,good,4.3
Rahul,Jandial,Biology,good,5.0
Juhi,Jang,Mathematics,good,5.0
Bruce,Jansson,Social Work,good,3.5
Adel,Javanmard,Applied Business Statistics,good,4.6
Dinakar,Jayarajan,Marketing,good,4.8
Andrea,Jedwab,Mathematics,good,4.5
Jerald,Jellison,Psychology,good,4.0
Keith,Jenkins,Engineering,good,4.9
Henry,Jenkins,Communication,good,3.8
Robin,Jeshion,Philosophy,good,3.8
Karen,Jesney,Linguistics,good,5.0
John,Jessee,Physical Education,good,4.7
Irina,Jestkova,Physical Education,good,5.0
Wanda,Jewell,Social Work,good,4.5
Rick,Jewell,Film,good,4.5
Nan,Jia,Business,average,3.0
Lian,Jian,Communication,good,4.4
Xiang,Jian,East Asian Languages,good,4.6
Yan,Jin,Engineering,average,2.8
Bo Cheng,Jin,Engineering,good,4.7
Haomiao,Jin,Engineering,good,4.0
Tolan,Johanna,Business,average,2.6
Richard,John,Psychology,good,3.9
Seth,John,Earth Science,good,5.0
Erik,Johnson,Engineering,average,2.5
Andy,Johnson,Health Science,good,4.0
Javon,Johnson,American Studies,average,3.1
Dana,Johnson,English,good,4.8
Bruce,Johnson,Writing,poor,2.0
Jessie,Johnson,Linguistics,good,5.0
Stevie,Johnson,Theatre,good,5.0
Jessi,Johnson,Writing,good,4.2
Douglas,Joines,Economics,good,5.0
Edmond,Jonckheere,Engineering,good,4.4
Lynn,Jones,Social Work,average,3.2
Amelia,Jones,Fine Arts,poor,2.0
Rickie,Jones,Social Work,good,5.0
Dawn,Joosten,Social Work,good,4.4
Thomas,Jordan,Geology,good,5.0
Terry,Jordan,Social Work,good,4.1
Larry,Jordan,Information Science,good,3.8
Maryalice,Jordan-Marsh,Social Work,average,2.8
Nathalie,Joseph-Lynch,Writing,good,3.5
Anna,Journey,English,good,5.0
Aleksandra,Jovanovic,Spanish,good,5.0
Linzi,Juliano,Theatre,good,4.0
Christine,Jun,Sociology,good,4.8
Kyung,Jung,Chemistry,good,4.1
Eric,Junker,Business,good,4.2
Jane,Junn,Political Science,good,4.8
Julie,Juteau,Cinema,good,3.9
Lisa,Kabot,Social Work,good,4.3
Suhail,Kafity,Cinema,good,5.0
Dan,Kagan,Cinema,good,4.0
Gabriel,Kahn,Journalism,good,4.8
Matthew,Kahn,Economics,good,4.2
Elsi,Kaiser,Linguistics,good,5.0
Nitin,Kale,Information Science,good,4.8
Rajiv,Kalia,Physics & Astronomy,good,4.0
Nevin,Kamath,Business,good,4.5
Susan,Kamei,History,good,5.0
Sheldon,Kamienny,Mathematics,average,2.5
Michael,Kamins,Marketing,good,3.6
Anthony,Kammas,Political Science,good,4.3
Nake,Kamrany,Economics,poor,1.7
Peggy,Kamuf,Languages,good,4.3
Brenno,Kaneyasu,Spanish  Portuguese,average,3.1
David,Kang,International Studies,good,4.5
David,Kang,Engineering,good,5.0
Hyo,Kang,Business,good,5.0
Mark,Kann,Political Science,average,3.4
Jessica,Kanoski,French  Italian,good,4.6
Eva,Kanso,Engineering,good,4.4
Rehan,Kapadia,Engineering,average,3.3
Elaine,Kaplan,Sociology,poor,2.1
Nareg,Kaprielian,Women's Studies,average,3.0
John,Karayan,Business,average,3.3
Ashley,Karlin,Writing,good,4.6
Christo,Karuna,Business,good,4.6
Jennifer,Kassar,Engineering,good,4.8
Michael,Kassner,Engineering,good,4.1
Saori,Katada,Political Science,good,4.7
Neda,Katz,Physics,average,2.8
Anne,Katz,Social Work,good,5.0
David,Kaufman,History,good,4.8
Kian,Kaviani,Engineering,average,3.2
Brittany,Kay,Engineering,good,4.3
Kathryn,Kay,Social Work,good,5.0
Jeffrey,Kealing,Education,average,3.1
Gregory,Keating,Law,good,4.0
Jessica,Keating,Art History,good,4.8
Colin,Keaveney,Languages,good,4.1
Kara,Keeling,Cinema,good,3.6
Michael,Keenan,Theater,good,3.6
Danielle,Keenan Miller,Psychology,good,4.2
Stefan,Keine,Linguistics,average,2.6
JJ,Keith,Writing,good,5.0
Sheri,Kelfer,Social Work,good,4.3
Joeseph,Keller,Accounting,good,5.0
Robin,Kelley,Arts & Letters,good,3.9
Rebecca,Kelley,Design,good,5.0
David,Kelley,Fine Arts,good,5.0
Barnet,Kellman,Cinema,good,5.0
Kimberle,Kelly,Psychology,good,3.7
William,Kelly,Policy Planning amp Development,good,5.0
Shenishe,Kelly,Writing,poor,2.1
Anthony,Kemp,English,good,3.8
Nicola,Kemp,Philosophy,average,2.5
Leah,Kemp,Spanish & Portuguese,good,3.6
David,Kempe,Computer Science,average,3.3
Tomas,Kemper,Cinema,good,3.7
Chad,Kendall,Business,good,4.6
Carly,Kenkel,Biological Sciences,good,4.5
Kidogo,Kennedy,Education,good,3.8
Amanda,Kennell,East Asian Languages,poor,2.3
Karen,Kensek,Architecture,good,5.0
Colleen,Keough,Communication,average,2.9
Nicholas,Kersulis,Fine Arts,average,3.0
Jason,Kerwin,Architecture,poor,2.2
Lilit,Keshishyan,English,good,4.2
Carl,Kesselman,Engineering,poor,1.4
Sarah,Kessler,Communication,good,4.4
Stadler,Kevin,Design,average,2.5
Hani,Khafipour,Arts & Letters,good,4.3
Heidi,Khalil,Social Work,good,5.0
Salman,Khan,Accounting,good,4.0
Neetu,Khanna,Comparative Literature,good,4.8
Jill,Kickul,Business,poor,1.7
Robert,Kiddoo,Accounting,average,3.3
Dale,Kiefer,Biology,poor,2.1
Carrie,Kilfoil,Writing,good,4.3
Mete,Kilic,Finance,average,2.8
Helen,Kim,Fine Arts,good,4.7
Jay,Kim,Business,good,4.9
Doyoon,Kim,Mathematics,poor,1.8
Yong,Kim,Economics,good,4.2
Yoo Kyoung,Kim,Business,poor,1.0
Young Ji,Kim,Communication,good,5.0
Kyu,Kim,Marketing,average,3.0
Lucy,Kim,Psychology,good,5.0
Sunkyung,Kim,Art History,good,4.5
Sue,Kim,Medicine,good,4.0
Elli,Kim,East Asian Languages,good,4.0
Peter,Kim,Engineering,poor,2.0
Peters,Kim,Engineering,average,3.0
Gene,Kim,Mathematics,good,4.5
Stephanie,Kim,Education,good,5.0
Kyung Kyu,Kim,Business,good,5.0
Nayeon,Kim,Engineering,good,4.8
Song Hee,Kim,Business,good,4.7
Raymond,Kim,Information Science,average,3.0
James,Kincaid,English,good,4.8
Yolanda,Kirk,Business,poor,2.4
Julianna,Kirschner,Communication,good,5.0
Erika,Klein,Education,poor,1.2
Jessica,Klein,Social Work,good,5.0
Kristin,Kleinjans,Economics,good,5.0
Shieva,Kleinschmidt,Philosophy,good,3.8
Dan,Klerman,Law,good,4.0
Greg,Kling,Accounting,average,3.3
Thomas,Knapp,Business,average,2.5
Saleemah,Knight,Dance,good,5.0
Chien-Ping,KO,Biological Sciences,average,2.5
Mark,Koberg,Cinema,average,3.0
Karen,Koblitz,Fine Arts,good,4.9
Timothy,Kobza,Music,good,4.8
Yilmaz,Kocer,Economics,average,2.9
Michael,Kodama,Management,good,3.5
Jessica,Koe,Information Science,average,3.0
Sven,Koenig,Computer Science,average,3.3
Hank,Koffman,Engineering,good,3.7
Stephen,Koffman,Social Work,good,4.5
Alexander,Koh,Engineering,good,5.0
Erik,Kolb,Kinesiology,good,4.5
Kathy,Kolnick,Policy Planning amp Development,poor,1.6
Yaniv,Konchitchki,Accounting,good,5.0
Dorinne,Kondo,Anthropology,average,3.3
Dejuan,Kong,Mathematics,good,5.0
Eugene,Kong,Engineering,good,5.0
Supannika,Koolmanojwong,Computer Science,poor,1.1
Jackie,Kopcsak,Dance,good,5.0
Carol,Koprowski,Health Science,good,4.5
Arthur,Korteweg,Finance,good,4.8
Bart,Kosko,Engineering,average,3.3
Leonardo R,Kosloff,Mathematics,poor,2.1
Barrett,Koster,Computer Science,good,3.8
Jonathan,Kotler,Journalism,good,4.5
Rex,Kovacevich,Marketing,good,3.5
Artem,Kovalovs,Computer Science,average,2.7
Paul,Kowalski,Cinema,good,5.0
Ed,Kozaczka,English,good,4.8
Robert,Kozinets,Communication,poor,1.0
Anna,Krakus,Arts & Letters,good,4.4
Stacy,Kratz,Social Work,good,4.8
Veronica,Krausas,Music,good,5.0
Shana,Kraynak,Writing,good,4.5
Alan,Kreditor,Policy Planning & Development,average,3.0
Erich,Kreidler,Engineering,good,4.2
Vitaly,Kresin,Physics & Astronomy,poor,1.0
Martin,Krieger,Policy Planning & Development,average,3.1
Bhaskar,Krishnamachari,Engineering,good,4.7
Jennifer,Krogh,Education,good,5.0
Clark,Kromenaker,Engineering,good,5.0
Meridith ,Kruse,Writing,good,4.8
Rachel,Krusenoski,Humanities,poor,1.5
Lindsay,Krygier,Social Work,good,4.8
Anna,Krylov,Chemistry,poor,2.1
Alona,Kryshchenko,Mathematics,good,4.4
Suh-Pyng,Ku,Business,average,2.8
Nicole,Kuklok-Waldman,Policy Planning & Development,good,5.0
Ali,Kulez,Spanish,good,5.0
Yuka,Kumagai,East Asian Languages,good,5.0
Neha,Kumar,Business,good,5.0
Anita,Kumar,Anthropology,poor,1.0
Joshua,Kun,Not Specified,good,4.2
Joseph,Kunc,Engineering,average,3.0
Jay,Kuo,Engineering,good,4.0
Lon,Kurashige,History,average,3.0
Seth,Kurzban,Social Work,good,4.8
Andrew,Kutchera,Design,average,3.3
Daniel,Kwasniewski,Physical Education,good,4.8
Kurt,Kwast,Biological Sciences,good,4.0
Chris,Kyriakakis,Engineering,good,4.0
Oneka,Labennett,American Studies,good,5.0
Adriana,Lacy,Journalism,good,5.0
Rongjie,Lai,Mathematics,poor,1.5
Rongdao,Lai,Religion,average,2.7
Hok Chio (Mark),Lai,Psychology,average,3.0
Daniel,Lainer-Vos,Sociology,average,3.4
Darius,Lakdawalla,Policy Planning & Development,poor,1.0
Randy,Lake,Communication,poor,2.1
Chaitanya,Lakkimsetti,Sociology,good,5.0
Andrew,Lakoff,Anthropology,good,3.8
Raymond,Lamb,Social Work,good,4.9
Richard,Lamb,Social Work,good,3.5
Jane,Lambert,Education,poor,1.0
Chasity,Lambert,Social Work,poor,1.0
Jorge,Lambrinos,Social Work,good,3.8
Steven,Lamy,International Studies,good,4.0
Teddy,Lance,Writing,good,5.0
Helen,Land,Social Work,average,2.9
Alexis,Landau,Mathematics,good,4.3
Joan ,Landguth,Social Work,good,3.8
Andrew,Landis,Policy Planning  Development,good,4.5
Charles,Lanski,Mathematics,poor,1.7
Susan,Lape,Arts & Letters,average,2.7
Lisa,Lapinski,Fine Arts,average,2.9
Craig,Lareau,Law,good,5.0
Sheldon,Larry,Cinema,average,2.9
Viola,Lasmana,American Studies,good,4.7
Aaron,Lauda,Mathematics,good,4.4
Rita,Lauria,Communication,good,4.2
Morten,Lauridsen,Music,average,3.1
Sharon,Lavery,Music,good,4.9
David,Lavond,Psychology,average,3.4
Dorine,Lawrence-Hughes,Communication,good,4.7
Rose,Layton,Accounting,poor,2.4
David,Lazzara,Engineering,poor,1.0
Margaret,Lazzari,Fine Arts,good,4.3
Vi-Nhuan,Le,Policy Planning amp Development,poor,1.0
Neil,Leach,Architecture,average,3.2
Ryan,Leack,Writing,good,5.0
Karen,Leaf,Social Work,poor,2.0
Richard,Leahy,Engineering,good,4.3
Jorge,Leal,American Studies,good,5.0
Francesca,Leardini,Languages,good,4.0
Lucy,Lee,Writing,good,4.0
Ben,Lee,Communication,good,3.5
Joonsuk,Lee,Economics,good,4.0
Ana,Lee,Spanish & Portuguese,good,5.0
Nani,Lee,Social Work,good,4.5
Terri,Lee,Social Work,good,5.0
Eve,Lee,Slavic Languages  Literatures,good,4.4
Mike,Lee,Information Science,poor,2.2
Hye Jin,Lee,Communication,average,3.3
Bennett,Lee,Computer Science,good,4.6
Jason,Lee,Applied Business Statistics,average,2.5
JJ,Lee,Engineering,average,3.0
Daniel,Lee,Social Work,good,4.0
Iris,Lee,Journalism,poor,1.0
Vincent,Lee,Engineering,poor,1.9
Carmen,Lee,Communication,average,3.2
Ted,Lee,Engineering,good,4.7
Sonya,Lee,Art History,average,3.2
Michelle,Lee,Business,poor,1.9
Lisa,Leeman,Cinema,poor,2.0
Peter,Leimgruber,Information Science,good,4.6
Hannes,Leipold,Computer Science,good,5.0
Richard,Lemarchand,Design,good,5.0
Rebecca,Lemon,English,good,4.7
Patricia,Lenahan,Social Work,poor,2.2
Brian,Lentz,Biological Sciences,good,5.0
Ryan,Leone,English,good,4.5
James,Leonetti,Business,good,4.8
Paul,Lerner,History,good,4.1
Joey,Lettery,Not Specified,good,4.7
Stacy,Lettman,Writing,good,3.6
Eli,Levenson-Falk,Physics  Astronomy,average,2.6
Tony,Levi,Engineering,average,3.0
Yaron,Levi,Business,good,5.0
Janet,Levin,Arts & Letters,good,3.5
Shelley,Levin,Social Work,good,4.4
Kate ,Levin,Writing,good,4.5
Philippa,Levine,History,good,3.8
Ken,Levine,Cinema,good,3.8
Ben,Levine,Writing,good,5.0
Lloyd,Levitin,Finance,good,3.6
Marcus,Levitt,English,average,3.1
Morris,Levy,Political Science,good,4.8
Candice,Levy,Judaic Studies,good,3.8
Judith,Levy,Social Work,good,4.0
Jaime,Levy,Information Science,poor,1.0
Julia,Lewandoski,History,good,5.0
Juan Pablo ,Lewinger,Health Science,poor,1.2
Everett,Lewis,Film,good,3.5
Lavonna,Lewis,Policy Planning & Development,good,4.5
Frank,Lewis,Philosophy,good,3.9
Jennifer,Lewis,Social Work,good,4.0
Jenebah,Lewis,Social Work,good,5.0
Mengjun,Li,East Asian Languages,good,4.0
Hao,Li,Computer Science,poor,2.2
Shelley,Li,Accounting,good,5.0
Audrey,Li,Linguistics,good,3.8
Anthony,Liang,Physics,poor,1.0
Andrew,Liang,Architecture,poor,1.0
Hsiao-Yun,Liao,East Asian Languages,good,5.0
Paul,Lichterman,Sociology,good,4.0
Daniel,Lidar,Engineering,good,5.0
Jason,Lidow,Information Science,good,4.5
Karen,Liebowitz,Fine Arts,average,3.4
Sarah,Lillo,Education,good,5.0
Alwyn,Lim,Sociology,good,4.2
Joseph,Lim,Computer Science,poor,1.4
Emily,Liman,Biology,good,4.4
Florence,Lin,Mathematics,poor,1.8
Tony,Lin,Applied Business Statistics,good,4.3
Hong Yin,Lin,Mathematics,good,5.0
Tony,Lin,Business,poor,2.0
Yuncheng,Lin,Mathematics,poor,2.3
Jenny,Lin,Fine Arts,good,4.3
Haven,Lin-Kirk,Fine Arts,good,4.7
Karen,Lincoln,Social Work,poor,1.3
Susan,Lindau,Social Work,average,3.5
Kim,Lindsey,Psychology,good,4.1
Carol,Lingenfelter,Social Work,poor,1.5
Juhani,Linnainmaa,Business,good,3.5
Akira,Lippit,Film,good,3.8
Kathryn,Lippsmeyer,East Asian Studies,poor,2.2
Allen,Lipscomb,Social Work,good,5.0
Lisa,Little,Architecture,good,4.5
Sharoni,Little,Business,average,2.6
Yi-Hsien,Liu,East Asian Languages,good,5.0
Brent,Liu,Engineering,good,4.3
Grace,Livingstone,Writing,good,4.0
Sharon,Lloyd,Philosophy,good,4.1
David,Lloyd,English,good,4.0
Wyatt,Lloyd,Computer Science,good,4.3
Mark,Lloyd,Communication,good,3.6
James,Lo,Political Science,good,5.0
Lisa,Locascio,Writing,good,4.9
Gerald,Loeb,Engineering,good,4.0
David,Logan,Business,good,5.0
Elizabeth,Logan,History,good,4.4
Larry,Londre,Marketing,good,4.1
Kevin,Long,Writing,good,4.4
Greg,Long,Physical Education,good,5.0
Valter,Longo,Gerontology,poor,1.0
John,Loper,Policy Planning  Development,good,4.0
Helaine,Lopes,Biological Sciences,average,3.3
Ken,Lopez,Music,good,4.3
Steven,Lopez,Psychology,good,4.3
Diego,Lopez,Occupational Therapy,good,5.0
David,Lopez-Lee,Political Science,poor,1.6
M.G.,Lord,English,good,5.0
Andrew,Loschert,Writing,good,4.8
Sergey,Lototsky,Mathematics,average,3.0
Jennifer,Lott,Dance,good,4.7
Maria,Loumioti,Business,poor,2.2
Pamela,Love-Manning,Social Work,average,3.0
Luisa,Lowe,Social Work,good,5.0
Scott,Lowell,Geology,poor,1.0
Shelly,Lowenkopf,Writing,good,5.0
Laura,Loyola,Geography,poor,2.2
Grace,Lu,Physics & Astronomy,average,2.5
Mitul,Luhar,Engineering,good,4.8
Megan,Luke,Art History,good,3.8
Todd,Lukesh,Engineering,good,4.7
Rory,Lukins,English,average,3.4
Steve,Lund,Earth Science,average,3.0
Lan,Luo,Marketing,good,4.8
Haipeng,Luo,Computer Science,good,3.5
Nancy,Lutkehaus,Anthropology,good,3.8
Jinchi,LV,Business,average,3.0
Evangelos,Lympouridis,Computer Science,good,4.9
Daniel,Lynch,International Studies,average,3.3
Brenda,Lynch,Journalism,good,3.5
Lauren,Lynn,Architecture,poor,2.0
Tom,Lyon,Law,good,5.0
Martha,Lyon-Levine,Social Work,average,2.6
Oleksandr,Lytvak,Mathematics,poor,2.4
Jin,Ma,Mathematics,good,4.0
Noorhan,Maamoon,Anthropology,average,3.0
Jean,Maarek,Engineering,good,3.8
David,Maber,Business,good,4.8
Edward,Maby,Engineering,average,2.9
Nicole,Maccalla,Education,good,5.0
Scott,MacDonald,Physics  Astronomy,good,4.1
Jose,Macias,Computer Science,poor,1.8
Maureen,Macias,Social Work,good,3.8
Stephen,Mack,Writing,average,2.6
Ariel,Macon-Richard,Social Work,average,3.0
Sofus,MacSkassy,Computer Science,good,5.0
Corey,Madden,Writing,good,4.7
Kerman,Maddox,Political Science,good,4.5
Anthony,Maddox,Education,average,3.4
Sanjay,Madhav,Computer Science,good,4.8
Stephen,Madigan,Psychology,average,2.5
Michael,Magill,Economics,average,2.9
Christopher,Magriney,East Asian Lang. & Literature,good,4.8
Duncan,Mahoney,Theater,average,3.1
Navazesh,Mahvash,Dentistry,good,5.0
Patrick,Maio,Journalism,good,5.0
Ann,Majchrzak,Business,average,3.2
Tracie,Majors,Accounting,good,5.0
Chi,Mak,Chemistry,good,4.0
Fedor,Malikov,Mathematics,average,2.6
Rama,Malladi,Finance,good,5.0
Chaone,Mallory,Environmental Studies,poor,1.0
Noah,Malmstadt,Engineering,good,3.7
Carolyn,Malone,Art History,average,3.3
Leonard,Maltin,Film,good,3.6
Simeon,Man,American Studies,good,4.9
Donal,Manahan,Biology,good,4.7
Peter,Mancall,History,average,3.0
Ricardo,Mancera,Mathematics,average,3.0
Gokul,Mandayam,Social Work,good,3.6
Marisa,Mandler,Fine Arts,average,3.3
James,Manegold,Accounting,poor,1.6
Andrew,Maney,Physics  Astronomy,good,4.0
Russ,Mangum,Economics,good,3.5
Andrew,Manion,Mathematics,good,4.8
Franklin,Manis,Psychology,good,4.2
Andrew,Manning,International Studies,good,3.7
Matthew,Manos,Business,good,5.0
Matthew,Manson,Writing,good,4.2
Iskandar,Mansour,Languages,good,4.7
Douglas,Manuel,English,good,4.8
Jennifer,Mapes,Geography,poor,2.2
Yvonne,Marchand,Engineering,poor,2.0
Sara,Marcus,Writing,poor,2.0
Jackie,Mardirossian,Occupational Therapy,average,3.0
Arpi,Mardirossian,Engineering,average,3.3
Jessica,Marglin,Religion,good,4.8
Smaranda,Marinescu,Chemistry,poor,1.8
Mark,Marino,Writing,average,3.3
Anthony,Marino,Business,average,3.0
Jim,Maritato,Communication,good,3.9
Jonathan,Markowitz,International Relations,average,3.4
Daylanne,Markwardt,Business,average,3.3
Marcella,Marlowe,Policy Planning & Development,good,4.9
Vasilis,Marmarelis,Engineering,good,5.0
Andrei,Marmor,Philosophy,average,2.6
Shawn-Marie,Marshall-Kaiser,Social Work,good,4.0
David,Marsten,Social Work,average,2.5
Richard,Martin,Engineering,good,4.7
Lorena,Martin,Applied Business Statistics,poor,1.0
Maria Elena,Martinez,Ethnic Studies,good,3.5
Ana Teresa,Martinez,Spanish & Portuguese,average,3.3
Brandon,Martinez,Education,good,4.5
Sofia,Martinez,Social Work,good,4.8
Maya,Maskarinec,History,average,3.0
Inga,Maslova,Business,average,3.4
Thom David,Mason,Music,good,4.6
Ladan,Masoudie,Economics,average,3.2
Lauren,Matchison,Architecture,good,4.7
Denise,Mathews,Social Work,good,3.5
Eric,Matolo,Economics,good,4.3
Shigemi,Matsumoto,Music,good,4.8
Yumi,Matsumoto,East Asian Languages,good,4.7
Cheryl,Mattingly,Anthropology,average,2.6
Chris ,Mattmann ,Computer Science,good,4.0
Greta,Matzner-Gore,Slavic Languages amp Literatures,good,4.8
Shirley,Maxey,Accounting,good,3.9
Jonathan,May,Computer Science,poor,1.5
Shannon,Mayeda,Social Work,good,4.3
Oliver,Mayer,Theater,average,3.3
Keith,Mayerson,Fine Arts,good,5.0
Tracie,Mayfield,History,good,4.8
Dina,Mayzlin,Marketing,average,3.4
Jennell,Maze,Social Work,good,3.6
Aaron,Mazel-Gee,Mathematics,good,3.5
Marya,Mazor,Theatre,poor,2.0
Frank,McAdams,Cinema,good,3.5
Bradley,McAuliff,Law,good,5.0
Susan,McCabe,English,good,3.9
Ed,McCaffery,Law,good,4.4
Megan,McCain,Engineering,good,4.8
Robert,McCan,Communication,good,4.8
Edwin,McCann,Philosophy,average,3.1
Pamela,McCann,Policy Planning & Development,good,5.0
Barbara,McCarren,Fine Arts,good,4.0
Cynthia,McCarty,Education,poor,1.5
William,McClain,Communication,good,4.3
William,McClure,Science,good,3.7
Paige,McCord,Education,good,4.0
Ron,McCurdy,Music,poor,2.5
Achinta,McDaniel,Dance,poor,1.9
Shawn,McDaniel,American Studies,good,5.0
Juliana,McGene,Sociology,good,4.8
Sarah,Mcgill,Physical Education,good,5.0
Mary,McGinnis,Education,poor,1.1
Michael,McGrath,Business,good,4.0
Stefan,McGregor,Engineering,good,4.8
Elizabeth,McHale,Journalism,average,3.0
James,McHugh,Religion,good,4.5
Richard,McIlvery,Music,poor,2.4
David,McKemy,Biological Sciences,average,3.5
Thomas,McKendree,Engineering,poor,1.8
Teresa,McKenna,English,average,2.8
Charles,McKenna,Chemistry,poor,2.3
Roderick,McKenzie,Geography,average,3.0
Annie,McKnight,Literature,average,2.8
Dennis,McLeod,Computer Science,poor,2.3
Kimberly,McNair,American Studies,average,3.4
Mary,McNamara,Cinema,average,3.2
Phillip (PT),McNiff,Writing,good,4.5
Jill,McNitt-Gray,Biological Sciences,poor,1.0
Tara,McPherson,Film,good,4.0
Sara,McSweyn,Social Work,average,2.6
Janice,McVeigh,Music,good,5.0
David,Measer,Communication,good,5.0
Veronica,Medda,Spanish & Portuguese,good,4.3
Gerard,Medioni,Computer Science,good,4.4
Steven,Mednick,Business,good,3.7
Nenad,Medvidovic,Computer Science,good,3.7
Natania,Meeker,French  Italian,good,4.4
Lori,Meeks,Religion,good,4.1
Ali,Mehrabi,Engineering,good,5.0
Robin,Mekonnen,Social Work,poor,2.4
Bartlett,Mel,Engineering,poor,1.8
Randy,Mell,Theater,good,3.9
Glenn,Melnick,Policy Planning & Development,good,5.0
Brent,Melot,Chemistry,poor,1.9
Rudy,Melson,Anthropology,good,3.6
Jerry,Mendel,Engineering,good,3.8
Christine,Mendoza,Education,average,3.0
Ferol,Mennen,Social Work,poor,1.0
Elli,Menounou,Political Science,good,4.8
Kenneth,Merchant,Accounting,poor,1.0
Najm,Meshkati,Engineering,good,4.6
Najmedin,Meshkati,Engineering,good,3.7
Sarah,Mesle,Writing,good,4.2
Lori,Mesrobian,Spanish & Portuguese,good,4.6
Michael,Messner,Humanities,good,4.1
Richard,Meyer,Art History,good,4.1
Phil,Meyer,Social Work,good,5.0
Michelle,Meyers,Writing,good,4.2
Amy,Meyerson,Writing,good,4.5
Matthew,Michael,Biological Sciences,good,4.4
Michael,Michaux,Economics,good,3.6
Alexandra,Michel,Business,average,3.4
Gordon,Michelle,English,good,4.8
Christopher,Michelsen,Management,poor,1.0
Seth,Michelson,Writing,good,4.6
Matthew,Michelson,Information Science,good,5.0
Geoffrey,Middlebrook,Writing,good,4.5
Remigijus,Mikulevicius,Mathematics,good,4.0
Joel,Milam,Medicine,good,4.1
Donna,Miles,Business,good,4.1
Leigh,Miller,Social Work,good,4.7
Meghan,Miller,Geology,average,3.1
Allison,Miller,History,poor,2.0
Jennifer,Miller,Policy Planning  Development,good,4.0
Justin,Miller,Business,average,3.0
Gene,Miller,Business,average,3.0
Jeffrey,Miller,Computer Science,average,3.3
Olanna,Mills,American Studies,good,5.0
Katherine,Mills,Writing,good,4.5
Tessa,Milman,Occupational Therapy,good,4.8
